Site,Year,Site_Year,Transect,Quad,Coral #,Coral Genus,Branch morphology,Percent in,Percent alive,Alive or dead,Area_cm2,Filled in ,Notes
LTER_2,2006,LTER_2_2006,3,2,4,ACR,1,100,100,Live,105.179,NO,
LTER_2,2006,LTER_2_2006,3,2,5,ACR,1,100,100,Live,22.422,NO,
LTER_2,2006,LTER_2_2006,3,2,6,ACR,1,100,100,Live,71.248,NO,
LTER_2,2006,LTER_2_2006,3,2,7,ACR,1,75,100,Live,45.493,NO,
LTER_2,2006,LTER_2_2006,3,2,8,ACR,1,100,100,Live,26.272,NO,
LTER_2,2006,LTER_2_2006,3,2,9,ACR,1,100,100,Live,4.017,NO,
LTER_2,2006,LTER_2_2006,3,2,10,ACR,1,100,100,Live,32.689,NO,
LTER_2,2006,LTER_2_2006,3,2,11,ACR,1,100,100,Live,10.029,NO,
LTER_2,2006,LTER_2_2006,3,2,12,ACR,1,80,100,Live,17.501,NO,
LTER_2,2009,LTER_2_2009,3,2,1,POC,2,100,0,Dead,23.396,NO,
LTER_2,2009,LTER_2_2009,3,2,2,POC,2,100,0,Dead,107.252,NO,
LTER_2,2009,LTER_2_2009,3,2,3,ACR,1,50,0,Dead,118.06,NO,
LTER_2,2010,LTER_2_2010,3,2,0,,,,,,,,
LTER_2,2006,LTER_2_2006,3,4,1,ACR,1,100,25,Dead,418.782,YES,
LTER_2,2006,LTER_2_2006,3,4,2,ACR,1,100,90,Live,44.904,NO,
LTER_2,2006,LTER_2_2006,3,4,3,ACR,1,100,90,Live,16.613,NO,
LTER_2,2006,LTER_2_2006,3,4,4,ACR,1,100,100,Live,12.213,NO,
LTER_2,2006,LTER_2_2006,3,4,5,ACR,1,100,100,Live,9.601,NO,
LTER_2,2006,LTER_2_2006,3,4,6,ACR,1,100,100,Live,33.231,NO,
LTER_2,2006,LTER_2_2006,3,4,7,ACR,1,100,100,Live,13.491,NO,
LTER_2,2009,LTER_2_2009,3,4,0,,,,,,,,
LTER_2,2010,LTER_2_2010,3,4,0,,,,,,,,
LTER_2,2006,LTER_2_2006,4,2,1,POC,3,25,100,Live,35.575,NO,
LTER_2,2006,LTER_2_2006,4,2,2,ACR,1,75,100,Live,118.941,NO,
LTER_2,2006,LTER_2_2006,4,2,3,POC,2,100,100,Live,59.15,NO,
LTER_2,2006,LTER_2_2006,4,2,4,POC,2,100,40,Dead,52.798,NO,
LTER_2,2006,LTER_2_2006,4,2,5,ACR,1,100,95,Live,48.24,NO,
LTER_2,2006,LTER_2_2006,4,2,6,POC,2,70,60,Live,91.56,NO,
LTER_2,2006,LTER_2_2006,4,2,7,POC,2,50,100,Live,23.46,NO,
LTER_2,2006,LTER_2_2006,4,2,8,ACR,1,100,100,Live,12.7,NO,
LTER_2,2006,LTER_2_2006,4,2,9,ACR,1,100,100,Live,8.598,NO,
LTER_2,2009,LTER_2_2009,4,2,1,POC,2,40,0,Dead,45.098,NO,
LTER_2,2009,LTER_2_2009,4,2,2,POC,2,90,0,Dead,41.595,NO,
LTER_2,2009,LTER_2_2009,4,2,3,ACR,1,90,0,Dead,67.344,NO,
LTER_2,2009,LTER_2_2009,4,2,4,ACR,1,100,0,Dead,56.032,NO,
LTER_2,2009,LTER_2_2009,4,2,5,ACR,1,90,0,Dead,74.313,NO,
LTER_2,2009,LTER_2_2009,4,2,6,POC,2,100,0,Dead,85.754,NO,
LTER_2,2010,LTER_2_2010,4,2,0,,,,,,,,
LTER_2,2006,LTER_2_2006,4,4,1,POC,2,90,15,Dead,570.663,NO,
LTER_2,2006,LTER_2_2006,4,4,2,ACR,1,25,100,Live,24.65,NO,
LTER_2,2006,LTER_2_2006,4,4,3,ACR,1,100,100,Live,66.763,NO,
LTER_2,2006,LTER_2_2006,4,4,4,ACR,1,80,10,Dead,345.646,NO,
LTER_2,2009,LTER_2_2009,4,4,0,,,,,,,,
LTER_2,2010,LTER_2_2010,4,4,0,,,,,,,,
LTER_2,2006,LTER_2_2006,5,2,1,POC,2,60,70,Live,112.794,NO,
LTER_2,2006,LTER_2_2006,5,2,2,ACR,3,80,50,Live,888.848,NO,
LTER_2,2006,LTER_2_2006,5,2,3,POC,2,75,100,Live,69.183,NO,
LTER_2,2009,LTER_2_2009,5,2,1,POC,2,60,0,Dead,117.685,NO,
LTER_2,2009,LTER_2_2009,5,2,2,ACR,3,60,0,Dead,393.875,NO,
LTER_2,2009,LTER_2_2009,5,2,3,ACR,1,100,0,Dead,53.053,NO,
LTER_2,2010,LTER_2_2010,5,2,0,,,,,,,,
LTER_2,2006,LTER_2_2006,5,4,1,POC,2,50,100,Live,119.208,NO,
LTER_2,2006,LTER_2_2006,5,4,2,POC,2,30,0,Dead,57.618,NO,
LTER_2,2006,LTER_2_2006,5,4,3,POC,2,100,0,Dead,153.564,NO,
LTER_2,2006,LTER_2_2006,5,4,4,ACR,1,75,100,Live,72.036,NO,
LTER_2,2006,LTER_2_2006,5,4,5,ACR,1,100,90,Live,25.585,NO,
LTER_2,2009,LTER_2_2009,5,4,1,ACR,1,50,0,Dead,152.556,NO,
LTER_2,2010,LTER_2_2010,5,4,0,,,,,,,,
LTER_3,2006,LTER_3_2006,1,2,1,ACR,1,50,20,Dead,78.855,NO,
LTER_3,2006,LTER_3_2006,1,2,2,ACR,1,100,100,Live,284.928,NO,
LTER_3,2006,LTER_3_2006,1,2,3,POC,2,100,95,Live,103.781,NO,
LTER_3,2006,LTER_3_2006,1,2,4,ACR,1,30,100,Live,10.993,NO,
LTER_3,2006,LTER_3_2006,1,2,5,ACR,1,70,100,Live,70.993,NO,
LTER_3,2006,LTER_3_2006,1,2,6,POC,2,90,95,Live,55.618,NO,
LTER_3,2006,LTER_3_2006,1,2,7,POC,2,50,0,Dead,17.519,NO,
LTER_3,2006,LTER_3_2006,1,2,8,ACR,1,100,100,Live,10.761,NO,
LTER_3,2006,LTER_3_2006,1,2,9,ACR,1,100,100,Live,12.243,NO,
LTER_3,2006,LTER_3_2006,1,2,10,POC,2,100,100,Live,21.12,NO,
LTER_3,2009,LTER_3_2009,1,2,1,ACR,1,100,0,Dead,316.044,NO,
LTER_3,2009,LTER_3_2009,1,2,2,POC,2,100,0,Dead,124.853,NO,
LTER_3,2009,LTER_3_2009,1,2,3,POC,2,60,0,Dead,91.815,NO,
LTER_3,2009,LTER_3_2009,1,2,4,POC,2,100,0,Dead,21.082,NO,
LTER_3,2009,LTER_3_2009,1,2,5,POC,2,100,0,Dead,113.266,NO,
LTER_3,2009,LTER_3_2009,1,2,6,ACR,1,50,0,Dead,54.541,NO,
LTER_3,2010,LTER_3_2010,1,2,1,ACR,1,100,0,Dead,341.804,NO,
LTER_3,2010,LTER_3_2010,1,2,2,POC,2,100,0,Dead,118.685,YES,
LTER_3,2010,LTER_3_2010,1,2,3,POC,2,100,0,Dead,42.318,YES,
LTER_3,2006,LTER_3_2006,1,4,1,POC,3,80,100,Live,147.352,NO,
LTER_3,2006,LTER_3_2006,1,4,2,ACR,1,80,100,Live,118.518,NO,
LTER_3,2006,LTER_3_2006,1,4,3,POC,2,100,75,Live,48.397,NO,
LTER_3,2006,LTER_3_2006,1,4,4,POC,2,30,30,Dead,25.119,NO,
LTER_3,2006,LTER_3_2006,1,4,5,ACR,1,90,100,Live,126.69,NO,
LTER_3,2006,LTER_3_2006,1,4,6,ACR,1,100,100,Live,24.261,NO,
LTER_3,2006,LTER_3_2006,1,4,7,POC,2,30,100,Live,23.2,NO,
LTER_3,2006,LTER_3_2006,1,4,8,POC,2,25,100,Live,17.312,NO,
LTER_3,2009,LTER_3_2009,1,4,1,POC,3,60,0,Dead,504.139,NO,
LTER_3,2009,LTER_3_2009,1,4,2,ACR,1,50,0,Dead,70.081,NO,
LTER_3,2009,LTER_3_2009,1,4,3,ACR,1,50,0,Dead,76.622,YES,
LTER_3,2009,LTER_3_2009,1,4,4,POC,2,100,0,Dead,46.786,NO,
LTER_3,2009,LTER_3_2009,1,4,5,POC,2,100,0,Dead,25.961,NO,
LTER_3,2009,LTER_3_2009,1,4,6,POC,2,90,0,Dead,460.27,NO,
LTER_3,2010,LTER_3_2010,1,4,1,ACR,1,50,0,Dead,49.713,NO,
LTER_3,2010,LTER_3_2010,1,4,2,POC,3,100,0,Dead,222.905,NO,
LTER_3,2006,LTER_3_2006,2,2,1,ACR,1,90,60,Live,170.426,NO,
LTER_3,2006,LTER_3_2006,2,2,2,ACR,1,100,100,Live,47.509,NO,
LTER_3,2006,LTER_3_2006,2,2,3,ACR,1,100,80,Live,198.64,NO,
LTER_3,2006,LTER_3_2006,2,2,4,ACR,1,100,100,Live,20.19,NO,
LTER_3,2006,LTER_3_2006,2,2,5,ACR,1,80,100,Live,18.59,NO,
LTER_3,2006,LTER_3_2006,2,2,6,ACR,1,75,100,Live,16.54,NO,
LTER_3,2009,LTER_3_2009,2,2,1,ACR,1,50,0,Dead,41.967,YES,
LTER_3,2009,LTER_3_2009,2,2,2,ACR,1,100,0,Dead,21.69,NO,
LTER_3,2009,LTER_3_2009,2,2,3,ACR,1,100,0,Dead,35.512,NO,
LTER_3,2009,LTER_3_2009,2,2,4,POC,2,100,0,Dead,56.783,NO,
LTER_3,2009,LTER_3_2009,2,2,5,ACR,1,100,0,Dead,127.792,NO,
LTER_3,2009,LTER_3_2009,2,2,6,ACR,1,50,0,Dead,31.839,YES,
LTER_3,2010,LTER_3_2010,2,2,1,ACR,1,100,0,Dead,31.897,NO,
LTER_3,2010,LTER_3_2010,2,2,2,ACR,1,100,0,Dead,118.314,NO,
LTER_3,2010,LTER_3_2010,2,2,3,ACR,1,70,0,Dead,18.886,NO,
LTER_3,2006,LTER_3_2006,2,4,1,ACR,1,50,100,Live,211.03,NO,
LTER_3,2006,LTER_3_2006,2,4,2,ACR,1,100,0,Dead,105.59,NO,
LTER_3,2006,LTER_3_2006,2,4,3,POC,2,100,30,Dead,74.577,NO,
LTER_3,2006,LTER_3_2006,2,4,4,POC,2,90,100,Live,64.86,NO,
LTER_3,2006,LTER_3_2006,2,4,5,POC,2,60,70,Live,279.727,NO,
LTER_3,2006,LTER_3_2006,2,4,6,ACR,1,90,40,Dead,26.566,NO,
LTER_3,2009,LTER_3_2009,2,4,1,POC,2,100,0,Dead,63.153,NO,
LTER_3,2010,LTER_3_2010,2,4,1,POC,2,100,0,Dead,123.46,NO,
LTER_3,2006,LTER_3_2006,3,2,1,POC,2,50,100,Live,36.687,NO,
LTER_3,2006,LTER_3_2006,3,2,2,POC,2,100,90,Live,181.543,NO,
LTER_3,2006,LTER_3_2006,3,2,3,ACR,1,60,100,Live,280.034,NO,
LTER_3,2006,LTER_3_2006,3,2,4,ACR,1,100,95,Live,31.841,NO,
LTER_3,2006,LTER_3_2006,3,2,5,ACR,1,50,95,Live,185.439,NO,
LTER_3,2006,LTER_3_2006,3,2,6,POC,2,90,100,Live,126.938,NO,
LTER_3,2006,LTER_3_2006,3,2,7,ACR,1,95,90,Live,108.237,NO,
LTER_3,2006,LTER_3_2006,3,2,8,POC,2,100,100,Live,84.954,NO,
LTER_3,2006,LTER_3_2006,3,2,9,ACR,1,100,100,Live,31.616,NO,
LTER_3,2006,LTER_3_2006,3,2,10,ACR,1,100,100,Live,41.796,NO,
LTER_3,2006,LTER_3_2006,3,2,11,POC,2,80,100,Live,184.261,NO,
LTER_3,2006,LTER_3_2006,3,2,12,ACR,1,25,100,Live,12.627,NO,
LTER_3,2009,LTER_3_2009,3,2,1,POC,2,100,0,Dead,176.555,YES,
LTER_3,2009,LTER_3_2009,3,2,2,ACR,1,100,0,Dead,266.976,YES,
LTER_3,2009,LTER_3_2009,3,2,3,POC,2,100,0,Dead,47.199,NO,
LTER_3,2009,LTER_3_2009,3,2,4,ACR,1,100,0,Dead,130.973,YES,
LTER_3,2009,LTER_3_2009,3,2,5,POC,2,70,0,Dead,160.843,NO,
LTER_3,2010,LTER_3_2010,3,2,1,POC,2,100,0,Dead,396.32,NO,
LTER_3,2010,LTER_3_2010,3,2,2,POC,2,70,0,Dead,253.675,NO,
LTER_3,2006,LTER_3_2006,3,4,1,POC,2,60,25,Dead,294.943,NO,
LTER_3,2006,LTER_3_2006,3,4,2,POC,2,100,90,Live,321.201,NO,
LTER_3,2006,LTER_3_2006,3,4,3,POC,2,60,90,Live,317.531,NO,
LTER_3,2009,LTER_3_2009,3,4,1,POC,2,100,0,Dead,164.546,NO,
LTER_3,2009,LTER_3_2009,3,4,2,POC,2,50,0,Dead,91.693,NO,
LTER_3,2009,LTER_3_2009,3,4,3,POC,2,90,0,Dead,178.21,YES,
LTER_3,2010,LTER_3_2010,3,4,1,POC,2,100,0,Dead,57.831,NO,
LTER_3,2006,LTER_3_2006,4,2,1,POC,3,80,50,Live,883.176,NO,
LTER_3,2006,LTER_3_2006,4,2,2,POC,2,90,90,Live,302.45,NO,
LTER_3,2006,LTER_3_2006,4,2,3,POC,2,100,95,Live,306.288,NO,
LTER_3,2006,LTER_3_2006,4,2,4,ACR,1,30,100,Live,9.274,NO,
LTER_3,2006,LTER_3_2006,4,2,5,POC,2,60,100,Live,114.894,NO,
LTER_3,2006,LTER_3_2006,4,2,6,POC,2,50,100,Live,63.339,NO,
LTER_3,2009,LTER_3_2009,4,2,1,POC,3,60,0,Dead,946.431,YES,
LTER_3,2009,LTER_3_2009,4,2,2,POC,2,40,0,Dead,55.814,YES,
LTER_3,2009,LTER_3_2009,4,2,3,POC,2,100,0,Dead,554.28,NO,
LTER_3,2010,LTER_3_2010,4,2,1,POC,3,10,0,Dead,86.229,NO,
LTER_3,2010,LTER_3_2010,4,2,2,POC,2,95,0,Dead,245.502,NO,
LTER_3,2006,LTER_3_2006,4,4,1,ACR,1,80,100,Live,162.996,NO,
LTER_3,2006,LTER_3_2006,4,4,2,ACR,1,100,100,Live,24.067,NO,
LTER_3,2006,LTER_3_2006,4,4,3,ACR,1,100,100,Live,58.941,NO,
LTER_3,2006,LTER_3_2006,4,4,4,ACR,1,100,100,Live,5.788,NO,
LTER_3,2006,LTER_3_2006,4,4,5,POC,2,100,100,Live,121.226,NO,
LTER_3,2006,LTER_3_2006,4,4,6,ACR,1,30,100,Live,7.182,NO,
LTER_3,2006,LTER_3_2006,4,4,7,POC,2,60,50,Live,767.532,NO,
LTER_3,2006,LTER_3_2006,4,4,8,POC,3,30,95,Live,181.044,NO,
LTER_3,2009,LTER_3_2009,4,4,1,POC,2,85,0,Dead,801.336,NO,
LTER_3,2009,LTER_3_2009,4,4,2,ACR,1,70,0,Dead,56.532,NO,
LTER_3,2009,LTER_3_2009,4,4,3,ACR,1,85,0,Dead,248.367,NO,
LTER_3,2009,LTER_3_2009,4,4,4,POC,3,30,0,Dead,127.918,NO,
LTER_3,2009,LTER_3_2009,4,4,5,POC,2,100,0,Dead,58.763,NO,
LTER_3,2009,LTER_3_2009,4,4,6,ACR,1,100,0,Dead,27.366,NO,
LTER_3,2010,LTER_3_2010,4,4,1,POC,2,100,0,Dead,953.029,NO,
LTER_3,2010,LTER_3_2010,4,4,2,POC,2,100,0,Dead,64.35,NO,
LTER_3,2010,LTER_3_2010,4,4,3,ACR,1,25,0,Dead,63.481,NO,
LTER_3,2010,LTER_3_2010,4,4,4,POC,3,60,0,Dead,187.302,NO,
LTER_3,2006,LTER_3_2006,5,2,1,ACR,1,100,90,Live,45.997,NO,
LTER_3,2006,LTER_3_2006,5,2,2,ACR,1,50,95,Live,55.791,NO,
LTER_3,2006,LTER_3_2006,5,2,3,POC,2,100,100,Live,137.013,NO,
LTER_3,2006,LTER_3_2006,5,2,4,POC,2,90,100,Live,71.007,NO,
LTER_3,2006,LTER_3_2006,5,2,5,POC,2,100,100,Live,50.632,NO,
LTER_3,2006,LTER_3_2006,5,2,6,POC,2,100,100,Live,218.113,NO,
LTER_3,2006,LTER_3_2006,5,2,7,ACR,1,100,80,Live,174.21,NO,
LTER_3,2006,LTER_3_2006,5,2,8,POC,2,50,100,Live,37.141,NO,
LTER_3,2009,LTER_3_2009,5,2,1,POC,2,100,0,Dead,246.534,NO,
LTER_3,2009,LTER_3_2009,5,2,2,POC,2,100,0,Dead,181.109,NO,
LTER_3,2009,LTER_3_2009,5,2,3,ACR,1,20,0,Dead,24.819,NO,
LTER_3,2009,LTER_3_2009,5,2,4,ACR,1,100,0,Dead,97.689,NO,
LTER_3,2009,LTER_3_2009,5,2,5,POC,2,100,0,Dead,399.627,NO,
LTER_3,2010,LTER_3_2010,5,2,1,POC,2,100,0,Dead,89.504,NO,
LTER_3,2010,LTER_3_2010,5,2,2,POC,2,100,0,Dead,133.458,NO,
LTER_3,2006,LTER_3_2006,5,4,1,POC,3,40,100,Live,243.293,NO,
LTER_3,2006,LTER_3_2006,5,4,2,ACR,1,100,100,Live,216.349,NO,
LTER_3,2006,LTER_3_2006,5,4,3,POC,2,100,100,Live,29.77,NO,
LTER_3,2006,LTER_3_2006,5,4,4,POC,2,100,0,Dead,176.28,NO,
LTER_3,2006,LTER_3_2006,5,4,5,POC,2,95,0,Dead,131.235,NO,
LTER_3,2006,LTER_3_2006,5,4,6,ACR,1,25,100,Live,22.341,NO,
LTER_3,2006,LTER_3_2006,5,4,7,POC,2,25,90,Live,31.528,NO,
LTER_3,2006,LTER_3_2006,5,4,8,ACR,1,100,0,Dead,80.809,NO,
LTER_3,2009,LTER_3_2009,5,4,1,POC,3,60,0,Dead,398.172,NO,
LTER_3,2009,LTER_3_2009,5,4,2,POC,2,100,0,Dead,150.385,NO,
LTER_3,2009,LTER_3_2009,5,4,3,POC,2,80,0,Dead,96.571,NO,
LTER_3,2009,LTER_3_2009,5,4,4,ACR,1,100,0,Dead,82.978,NO,
LTER_3,2009,LTER_3_2009,5,4,5,POC,2,90,0,Dead,80.998,NO,
LTER_3,2009,LTER_3_2009,5,4,6,POC,2,30,0,Dead,42.176,NO,
LTER_3,2010,LTER_3_2010,5,4,1,POC,3,80,0,Dead,428.689,NO,
LTER_3,2010,LTER_3_2010,5,4,2,ACR,1,30,0,Dead,20.606,NO,
LTER_3,2010,LTER_3_2010,5,4,3,POC,2,80,0,Dead,116.469,NO,
LTER_4,2006,LTER_4_2006,1,2,1,POC,3,90,100,Live,1136.612,NO,
LTER_4,2006,LTER_4_2006,1,2,2,POC,2,80,100,Live,44.828,NO,
LTER_4,2006,LTER_4_2006,1,2,3,POC,2,50,75,Live,166.211,NO,
LTER_4,2006,LTER_4_2006,1,2,4,POC,2,50,100,Live,50.62,NO,
LTER_4,2006,LTER_4_2006,1,2,5,ACR,1,100,100,Live,10.006,NO,
LTER_4,2006,LTER_4_2006,1,2,6,ACR,1,100,100,Live,17.819,NO,
LTER_4,2009,LTER_4_2009,1,2,1,POC,3,30,95,Live,263.97,NO,
LTER_4,2009,LTER_4_2009,1,2,2,POC ,2,100,50,Live,421.352,NO,
LTER_4,2009,LTER_4_2009,1,2,3,POC ,2,90,0,Dead,396.642,YES,
LTER_4,2009,LTER_4_2009,1,2,4,POC ,2,60,95,Live,264.648,NO,
LTER_4,2009,LTER_4_2009,1,2,5,POC,3,30,100,Live,106.125,NO,
LTER_4,2010,LTER_4_2010,1,2,1,POC,3,60,50,Live,1062.082,NO,
LTER_4,2010,LTER_4_2010,1,2,2,POC,2,50,40,Dead,242.432,NO,
LTER_4,2006,LTER_4_2006,1,6,1,POC,2,100,70,Live,241.392,NO,
LTER_4,2006,LTER_4_2006,1,6,2,POC,2,30,100,Live,7.602,NO,
LTER_4,2006,LTER_4_2006,1,6,3,ACR,1,80,100,Live,27.579,NO,
LTER_4,2006,LTER_4_2006,1,6,4,POC,2,100,100,Live,129.178,NO,
LTER_4,2006,LTER_4_2006,1,6,5,POC,2,10,100,Live,28.541,NO,
LTER_4,2006,LTER_4_2006,1,6,6,POC,2,10,100,Live,21.271,NO,
LTER_4,2006,LTER_4_2006,1,6,7,POC,1,100,100,Live,12.011,NO,
LTER_4,2006,LTER_4_2006,1,6,8,POC,3,30,100,Live,25.206,NO,
LTER_4,2006,LTER_4_2006,1,6,9,POC,3,70,100,Live,135.269,NO,
LTER_4,2006,LTER_4_2006,1,6,10,POC,3,100,100,Live,308.003,NO,
LTER_4,2006,LTER_4_2006,1,6,11,ACR,1,100,100,Live,49.243,NO,
LTER_4,2006,LTER_4_2006,1,6,12,POC,2,100,100,Live,122.286,NO,
LTER_4,2006,LTER_4_2006,1,6,13,POC,3,30,100,Live,233.817,NO,
LTER_4,2006,LTER_4_2006,1,6,14,ACR,1,100,100,Live,12.811,NO,
LTER_4,2009,LTER_4_2009,1,6,1,POC,3,30,100,Live,176.471,NO,
LTER_4,2009,LTER_4_2009,1,6,2,POC,2,100,100,Live,38.931,NO,
LTER_4,2009,LTER_4_2009,1,6,3,POC,3,70,100,Live,291.829,NO,
LTER_4,2009,LTER_4_2009,1,6,4,POC,1,100,85,Live,128.422,NO,
LTER_4,2009,LTER_4_2009,1,6,5,POC,1,100,80,Live,73.412,NO,
