Site,Year,Site_Year,Transect,Quad,Coral #,Coral Genus,Branch morphology,Percent in,Percent alive,Alive or dead,Area_cm2,Filled in ,Notes
LTER_4,2009,LTER_4_2009,1,6,6,POC,2,20,100,Live,43.768,NO,
LTER_4,2009,LTER_4_2009,1,6,7,POC,1,90,95,Live,434.262,NO,
LTER_4,2009,LTER_4_2009,1,6,8,POC,2,95,90,Live,289.387,NO,
LTER_4,2010,LTER_4_2010,1,6,1,POC,2,30,80,Live,140.967,NO,
LTER_4,2010,LTER_4_2010,1,6,2,POC,3,20,0,Dead,183.403,NO,
LTER_4,2010,LTER_4_2010,1,6,3,POC,1,70,0,Dead,316.577,NO,
LTER_4,2010,LTER_4_2010,1,6,4,POC,1,100,0,Dead,203.588,NO,
LTER_4,2010,LTER_4_2010,1,6,5,POC,1,20,0,Dead,65.046,NO,
LTER_4,2010,LTER_4_2010,1,6,6,POC,1,100,0,Dead,208.106,NO,
LTER_4,2010,LTER_4_2010,1,6,7,POC,1,100,0,Dead,171.553,NO,
LTER_4,2010,LTER_4_2010,1,6,8,POC,1,30,0,Dead,35.942,NO,
LTER_4,2010,LTER_4_2010,1,6,9,POC,2,10,0,Dead,83.009,NO,
LTER_4,2006,LTER_4_2006,2,2,1,POC,2,25,100,Live,35.475,NO,
LTER_4,2006,LTER_4_2006,2,2,2,POC,2,100,90,Live,187.868,NO,
LTER_4,2006,LTER_4_2006,2,2,3,ACR,1,100,100,Live,28.283,NO,
LTER_4,2006,LTER_4_2006,2,2,4,ACR,1,100,100,Live,78.75,NO,
LTER_4,2006,LTER_4_2006,2,2,5,POC,2,100,95,Live,127.069,NO,
LTER_4,2009,LTER_4_2009,2,2,0,,,,,,,,
LTER_4,2010,LTER_4_2010,2,2,1,POC,2,90,50,Live,255.66,NO,
LTER_4,2010,LTER_4_2010,2,2,2,POC,2,100,0,Dead,49.403,NO,
LTER_4,2010,LTER_4_2010,2,2,3,ACR,1,90,0,Dead,107.997,NO,
LTER_4,2006,LTER_4_2006,2,6,1,POC,2,100,100,Live,211.393,NO,
LTER_4,2006,LTER_4_2006,2,6,2,POC,3,70,70,Live,154.017,NO,
LTER_4,2009,LTER_4_2009,2,6,1,POC,2,80,10,Dead,393.497,NO,
LTER_4,2009,LTER_4_2009,2,6,2,POC,2,100,80,Live,380.091,NO,
LTER_4,2010,LTER_4_2010,2,6,1,POC,3,30,0,Dead,151.129,NO,
LTER_4,2010,LTER_4_2010,2,6,2,POC,1,100,60,Live,428.227,NO,
LTER_4,2006,LTER_4_2006,3,2,0,,,,,,,,
LTER_4,2009,LTER_4_2009,3,2,0,,,,,,,,
LTER_4,2010,LTER_4_2010,3,2,0,,,,,,,,
LTER_4,2006,LTER_4_2006,3,4,1,POC,2,50,100,Live,73.164,NO,
LTER_4,2006,LTER_4_2006,3,4,2,ACR,1,100,100,Live,100.604,NO,
LTER_4,2006,LTER_4_2006,3,4,3,ACR,1,90,100,Live,172.608,NO,
LTER_4,2006,LTER_4_2006,3,4,4,ACR,1,100,100,Live,29.377,NO,
LTER_4,2006,LTER_4_2006,3,4,5,POC,2,100,100,Live,13.594,NO,
LTER_4,2006,LTER_4_2006,3,4,6,POC,3,15,100,Live,61.698,NO,
LTER_4,2009,LTER_4_2009,3,4,1,POC,3,80,100,Live,492.341,NO,
LTER_4,2009,LTER_4_2009,3,4,2,ACR,1,100,0,Dead,390.432,NO,
LTER_4,2009,LTER_4_2009,3,4,3,POC,2,25,100,Live,31.991,NO,
LTER_4,2009,LTER_4_2009,3,4,4,ACR,1,100,100,Live,13.051,NO,
LTER_4,2010,LTER_4_2010,3,4,1,POC,3,50,100,Live,321.351,NO,
LTER_4,2010,LTER_4_2010,3,4,2,POC,2,90,0,Dead,125.247,NO,
LTER_4,2010,LTER_4_2010,3,4,3,ACR,1,100,0,Dead,312.384,NO,
LTER_4,2006,LTER_4_2006,4,2,1,POC,3,40,100,Live,402.913,NO,
LTER_4,2006,LTER_4_2006,4,2,2,POC,2,50,100,Live,40.884,NO,
LTER_4,2006,LTER_4_2006,4,2,3,POC,2,100,0,Dead,25.091,NO,
LTER_4,2006,LTER_4_2006,4,2,4,POC,2,100,60,Live,53.264,NO,
LTER_4,2006,LTER_4_2006,4,2,5,POC,2,100,50,Live,54.445,NO,
LTER_4,2006,LTER_4_2006,4,2,6,POC,2,50,30,Dead,30.377,NO,
LTER_4,2006,LTER_4_2006,4,2,7,POC,3,10,100,Live,41.95,NO,
LTER_4,2009,LTER_4_2009,4,2,1,POC,3,60,75,Live,919.15,NO,
LTER_4,2009,LTER_4_2009,4,2,2,POC,2,50,0,Dead,266.217,NO,
LTER_4,2009,LTER_4_2009,4,2,3,POC,2,100,0,Dead,42.54,NO,
LTER_4,2010,LTER_4_2010,4,2,1,POC,2,100,0,Dead,90.558,NO,
LTER_4,2010,LTER_4_2010,4,2,2,POC,2,25,0,Dead,55.083,NO,
LTER_4,2006,LTER_4_2006,4,6,1,POC,2,80,60,Live,527.071,NO,
LTER_4,2006,LTER_4_2006,4,6,2,POC,1,100,60,Live,54.482,NO,
LTER_4,2006,LTER_4_2006,4,6,3,POC,1,100,100,Live,33.858,NO,
LTER_4,2006,LTER_4_2006,4,6,5,POC,2,30,100,Live,36.788,NO,
LTER_4,2006,LTER_4_2006,4,6,6,POC,2,100,85,Live,237.332,NO,
LTER_4,2006,LTER_4_2006,4,6,7,POC,3,10,100,Live,27.349,NO,
LTER_4,2006,LTER_4_2006,4,6,8,POC,2,20,100,Live,28.985,NO,
LTER_4,2009,LTER_4_2009,4,6,1,POC,1,70,0,Dead,73.839,NO,
LTER_4,2009,LTER_4_2009,4,6,2,POC,1,100,95,Live,238.986,NO,
LTER_4,2009,LTER_4_2009,4,6,3,POC,3,95,0,Dead,517.908,YES,
LTER_4,2009,LTER_4_2009,4,6,4,POC,1,40,0,Dead,143.519,NO,
LTER_4,2009,LTER_4_2009,4,6,5,POC,1,90,5,Dead,354.55,NO,
LTER_4,2010,LTER_4_2010,4,6,0,,,,,,,,
LTER_4,2006,LTER_4_2006,5,2,1,POC ,2,95,70,Live,835.383,NO,
LTER_4,2006,LTER_4_2006,5,2,2,ACR,1,80,100,Live,65.625,NO,
LTER_4,2006,LTER_4_2006,5,2,3,POC ,2,60,80,Live,329.7,NO,
LTER_4,2006,LTER_4_2006,5,2,4,ACR,1,30,100,Live,39.183,NO,
LTER_4,2009,LTER_4_2009,5,2,1,POC,3,30,100,Live,197.553,NO,
LTER_4,2009,LTER_4_2009,5,2,2,POC ,2,100,5,Dead,653.527,YES,
LTER_4,2009,LTER_4_2009,5,2,3,POC,3,30,5,Dead,223.396,NO,
LTER_4,2009,LTER_4_2009,5,2,4,ACR,1,90,0,Dead,86.683,NO,
LTER_4,2009,LTER_4_2009,5,2,5,POC,2,90,0,Dead,127.237,NO,
LTER_4,2010,LTER_4_2010,5,2,1,ACR,1,100,0,Dead,465.653,NO,
LTER_4,2010,LTER_4_2010,5,2,2,POC,2,50,0,Dead,186.52,NO,
LTER_4,2006,LTER_4_2006,5,4,1,POC,3,70,40,Dead,626.193,NO,
LTER_4,2006,LTER_4_2006,5,4,2,POC,2,100,100,Live,168.042,NO,
LTER_4,2006,LTER_4_2006,5,4,3,POC,2,70,90,Live,297.277,NO,
LTER_4,2006,LTER_4_2006,5,4,4,POC,1,100,100,Live,0.944,NO,
LTER_4,2009,LTER_4_2009,5,4,1,POC,2,100,75,Live,159.343,NO,
LTER_4,2009,LTER_4_2009,5,4,2,POC,2,75,0,Dead,385.056,YES,
LTER_4,2009,LTER_4_2009,5,4,3,POC,2,50,0,Dead,352.718,YES,
LTER_4,2010,LTER_4_2010,5,4,1,POC,2,100,0,Dead,123.766,NO,
LTER_4,2010,LTER_4_2010,5,4,2,POC,2,70,0,Dead,631.815,YES,
LTER_4,2010,LTER_4_2010,5,4,3,POC,2,90,0,Dead,141.082,NO,
LTER_5,2006,LTER_5_2006,1,2,1,POC,3,20,100,Live,107.582,NO,
LTER_5,2006,LTER_5_2006,1,2,2,ACR,1,50,100,Live,19.144,NO,
LTER_5,2006,LTER_5_2006,1,2,3,POC,3,30,100,Live,146.053,NO,
LTER_5,2006,LTER_5_2006,1,2,4,POC,2,100,90,Live,559.3,NO,
LTER_5,2006,LTER_5_2006,1,2,5,ACR,1,100,60,Live,182.373,YES,
LTER_5,2006,LTER_5_2006,1,2,6,ACR,1,100,100,Live,45.757,NO,
LTER_5,2006,LTER_5_2006,1,2,7,POC,2,90,100,Live,187.932,NO,
LTER_5,2006,LTER_5_2006,1,2,8,POC,2,70,100,Live,49.585,NO,
LTER_5,2009,LTER_5_2009,1,2,1,POC,2,60,10,Dead,461.568,NO,
LTER_5,2009,LTER_5_2009,1,2,2,ACR,1,100,20,Dead,118.123,YES,
LTER_5,2009,LTER_5_2009,1,2,3,POC,2,100,0,Dead,142.405,YES,
LTER_5,2009,LTER_5_2009,1,2,4,POC,2,25,100,Live,14.04,NO,
LTER_5,2009,LTER_5_2009,1,2,5,ACR,1,50,0,Dead,71.004,YES,
LTER_5,2010,LTER_5_2010,1,2,1,POC,2,100,0,Dead,145.872,NO,
LTER_5,2010,LTER_5_2010,1,2,2,POC,2,100,0,Dead,160.199,NO,
LTER_5,2010,LTER_5_2010,1,2,3,POC,2,50,0,Dead,115.568,NO,
LTER_5,2006,LTER_5_2006,1,6,1,POC,3,60,100,Live,276.396,NO,
LTER_5,2006,LTER_5_2006,1,6,2,ACR,1,70,100,Live,66.63,NO,
LTER_5,2006,LTER_5_2006,1,6,3,ACR,1,50,100,Live,18.369,NO,
LTER_5,2006,LTER_5_2006,1,6,4,ACR,1,50,100,Live,26.918,NO,
LTER_5,2006,LTER_5_2006,1,6,5,POC,1,100,100,Live,2.675,NO,
LTER_5,2006,LTER_5_2006,1,6,6,POC,1,100,100,Live,2.476,NO,
LTER_5,2006,LTER_5_2006,1,6,7,ACR,1,100,100,Live,3.394,NO,
LTER_5,2009,LTER_5_2009,1,6,1,POC,3,15,100,Live,102.679,NO,
LTER_5,2009,LTER_5_2009,1,6,2,ACR,1,100,100,Live,140.293,NO,
LTER_5,2009,LTER_5_2009,1,6,4,ACR,1,100,100,Live,8.193,NO,
LTER_5,2009,LTER_5_2009,1,6,5,POC,1,100,0,Dead,32.025,NO,
LTER_5,2009,LTER_5_2009,1,6,6,POC,1,40,100,Live,17.412,NO,
LTER_5,2009,LTER_5_2009,1,6,7,POC,1,50,100,Live,17.273,NO,
LTER_5,2010,LTER_5_2010,1,6,1,POC,3,30,75,Live,187.343,NO,many broken branches
LTER_5,2010,LTER_5_2010,1,6,2,ACR,1,100,100,Live,4.508,NO,
LTER_5,2006,LTER_5_2006,2,4,1,POC,2,100,100,Live,174.273,NO,
LTER_5,2006,LTER_5_2006,2,4,2,POC,3,30,100,Live,72.034,NO,
LTER_5,2006,LTER_5_2006,2,4,3,ACR,1,10,100,Live,6.597,NO,
LTER_5,2006,LTER_5_2006,2,4,4,POC,2,100,100,Live,7.176,NO,
LTER_5,2006,LTER_5_2006,2,4,5,POC,2,50,100,Live,25.598,NO,
LTER_5,2006,LTER_5_2006,2,4,6,ACR,1,100,100,Live,20.208,NO,
LTER_5,2006,LTER_5_2006,2,4,7,POC,2,25,100,Live,6.308,NO,
LTER_5,2009,LTER_5_2009,2,4,1,ACR,1,100,100,Live,360.02,NO,
LTER_5,2009,LTER_5_2009,2,4,2,POC,2,100,60,Live,31.2,NO,
LTER_5,2009,LTER_5_2009,2,4,3,POC,2,75,100,Live,310.771,YES,
LTER_5,2010,LTER_5_2010,2,4,1,ACR,1,50,0,Dead,140.785,NO,
LTER_5,2010,LTER_5_2010,2,4,2,POC,2,100,0,Dead,219.806,YES,2
LTER_5,2006,LTER_5_2006,2,6,1,POC,3,70,100,Live,68.784,NO,
LTER_5,2006,LTER_5_2006,2,6,2,POC,1,70,20,Dead,335.715,NO,
LTER_5,2006,LTER_5_2006,2,6,3,POC,1,100,100,Live,3.002,NO,
LTER_5,2006,LTER_5_2006,2,6,4,ACR,1,100,100,Live,3.971,NO,
LTER_5,2006,LTER_5_2006,2,6,5,POC,1,100,100,Live,1.299,NO,
LTER_5,2009,LTER_5_2009,2,6,1,POC,1,100,100,Live,6.285,NO,
LTER_5,2009,LTER_5_2009,2,6,2,ACR,1,100,100,Live,2.934,NO,
LTER_5,2009,LTER_5_2009,2,6,3,POC,3,5,100,Live,17.089,NO,
LTER_5,2009,LTER_5_2009,2,6,4,POC,1,100,100,Live,13.342,NO,
LTER_5,2009,LTER_5_2009,2,6,5,POC,3,20,100,Live,37.424,NO,
LTER_5,2009,LTER_5_2009,2,6,6,POC,1,100,100,Live,4.54,NO,
LTER_5,2009,LTER_5_2009,2,6,7,POC,2,30,100,Live,36.642,NO,
LTER_5,2009,LTER_5_2009,2,6,8,POC,1,50,100,Live,15.493,NO,
LTER_5,2009,LTER_5_2009,2,6,9,POC,2,30,100,Live,29.624,NO,
LTER_5,2009,LTER_5_2009,2,6,10,ACR,1,65,100,Live,28.74,NO,
LTER_5,2009,LTER_5_2009,2,6,11,ACR,1,100,100,Live,1.448,NO,
LTER_5,2010,LTER_5_2010,2,6,1,POC,2,25,100,Live,14.343,NO,
LTER_5,2010,LTER_5_2010,2,6,2,POC,1,100,100,Live,17.682,NO,
LTER_5,2010,LTER_5_2010,2,6,3,POC,2,30,100,Live,67.173,NO,
LTER_5,2010,LTER_5_2010,2,6,4,POC,2,20,100,Live,36.967,NO,
LTER_5,2010,LTER_5_2010,2,6,5,POC,2,10,100,Live,14.992,NO,
LTER_5,2006,LTER_5_2006,3,2,1,POC,3,50,100,Live,436.874,NO,
LTER_5,2006,LTER_5_2006,3,2,2,ACR,1,100,100,Live,83.724,NO,
LTER_5,2006,LTER_5_2006,3,2,3,POC,2,50,40,Dead,213.719,NO,
LTER_5,2009,LTER_5_2009,3,2,1,POC,3,30,90,Live,350.41,NO,
LTER_5,2009,LTER_5_2009,3,2,2,ACR,1,100,0,Dead,30.584,NO,
LTER_5,2009,LTER_5_2009,3,2,3,ACR,1,100,0,Dead,50.4,NO,
LTER_5,2010,LTER_5_2010,3,2,0,,,,,,,,
LTER_5,2006,LTER_5_2006,3,6,1,POC,2,60,100,Live,100.258,NO,
LTER_5,2006,LTER_5_2006,3,6,2,POC,2,100,100,Live,29.5,NO,
LTER_5,2006,LTER_5_2006,3,6,3,POC,3,50,100,Live,215.7,NO,
LTER_5,2006,LTER_5_2006,3,6,5,POC,1,100,100,Live,2.003,NO,
LTER_5,2009,LTER_5_2009,3,6,1,POC,1,100,100,Live,43.862,NO,
LTER_5,2009,LTER_5_2009,3,6,2,POC,1,90,100,Live,202.766,NO,
LTER_5,2009,LTER_5_2009,3,6,3,?,1,100,0,Dead,50.597,NO,
LTER_5,2009,LTER_5_2009,3,6,4,ACR,1,100,100,Live,20.369,NO,
LTER_5,2009,LTER_5_2009,3,6,5,POC,2,40,100,Live,120.254,NO,
LTER_5,2009,LTER_5_2009,3,6,6,ACR,1,30,100,Live,51.606,NO,
LTER_5,2010,LTER_5_2010,3,6,1,POC,2,95,100,Live,162.778,NO,
LTER_5,2006,LTER_5_2006,4,2,1,POC,2,60,100,Live,166.397,NO,
LTER_5,2006,LTER_5_2006,4,2,2,POC,2,80,80,Live,297.346,NO,
LTER_5,2006,LTER_5_2006,4,2,3,POC,3,100,50,Live,68.574,NO,
LTER_5,2006,LTER_5_2006,4,2,4,POC,3,100,50,Live,63.003,NO,
LTER_5,2006,LTER_5_2006,4,2,5,ACR,1,100,100,Live,22.572,NO,
LTER_5,2009,LTER_5_2009,4,2,1,POC,2,60,10,Dead,293.443,YES,
LTER_5,2009,LTER_5_2009,4,2,2,POC,3,100,100,Live,207.129,NO,
LTER_5,2009,LTER_5_2009,4,2,3,ACR,1,100,0,Dead,75.19,NO,
LTER_5,2010,LTER_5_2010,4,2,1,POC,3,100,100,Live,257.377,NO,
LTER_5,2010,LTER_5_2010,4,2,2,POC,2,90,0,Dead,266.683,NO,
LTER_5,2006,LTER_5_2006,4,4,1,POC,2,100,100,Live,71.406,NO,
LTER_5,2006,LTER_5_2006,4,4,2,ACR,1,100,100,Live,18.854,NO,
LTER_5,2006,LTER_5_2006,4,4,3,POC,3,75,60,Live,405.763,NO,
LTER_5,2006,LTER_5_2006,4,4,4,ACR,1,60,100,Live,63.262,NO,
LTER_5,2006,LTER_5_2006,4,4,5,ACR,1,100,100,Live,17.512,NO,
LTER_5,2006,LTER_5_2006,4,4,6,ACR,1,100,100,Live,23.383,NO,
LTER_5,2009,LTER_5_2009,4,4,1,POC,3,30,95,Live,217.195,NO,
LTER_5,2009,LTER_5_2009,4,4,2,ACR,1,100,100,Live,6.677,NO,
LTER_5,2009,LTER_5_2009,4,4,3,ACR,1,100,100,Live,14.7,NO,
LTER_5,2009,LTER_5_2009,4,4,4,ACR,1,100,90,Live,16.673,NO,
LTER_5,2009,LTER_5_2009,4,4,5,ACR,1,100,100,Live,8.202,NO,
LTER_5,2010,LTER_5_2010,4,4,0,,,,,,,,
LTER_5,2006,LTER_5_2006,5,2,1,POC,2,10,100,Live,11.299,NO,
LTER_5,2009,LTER_5_2009,5,2,1,POC,2,95,100,Live,78.782,NO,
LTER_5,2009,LTER_5_2009,5,2,2,POC,3,10,100,Live,37.425,NO,
LTER_5,2009,LTER_5_2009,5,2,3,ACR,1,100,100,Live,8.898,NO,
LTER_5,2009,LTER_5_2009,5,2,4,ACR,1,100,100,Live,10.12,NO,
LTER_5,2010,LTER_5_2010,5,2,0,,,,,,,,
LTER_5,2006,LTER_5_2006,5,6,1,POC,3,20,100,Live,144.556,NO,
LTER_5,2006,LTER_5_2006,5,6,2,POC,1,100,100,Live,26.811,NO,
LTER_5,2006,LTER_5_2006,5,6,3,POC,1,75,50,Live,143.38,NO,
LTER_5,2009,LTER_5_2009,5,6,1,POC,1,80,90,Live,199.914,NO,
LTER_5,2009,LTER_5_2009,5,6,2,POC,1,100,95,Live,335.172,NO,
LTER_5,2009,LTER_5_2009,5,6,3,ACR,1,100,100,Live,17.697,NO,
LTER_5,2009,LTER_5_2009,5,6,4,POC,3,70,100,Live,944.666,NO,
LTER_5,2009,LTER_5_2009,5,6,5,POC,1,100,100,Live,21.983,NO,
LTER_5,2009,LTER_5_2009,5,6,6,POC,1,100,50,Live,12.972,NO,
LTER_5,2010,LTER_5_2010,5,6,2,POC,2,65,100,Live,151.842,NO,
LTER_5,2010,LTER_5_2010,5,6,3,POC,3,90,10,Dead,723.303,NO,
LTER_6,2006,LTER_6_2006,1,2,1,POC,2,50,100,Live,80.685,NO,
LTER_6,2006,LTER_6_2006,1,2,2,POC,2,90,100,Live,122.622,NO,
LTER_6,2006,LTER_6_2006,1,2,3,ACR,1,100,100,Live,7.251,NO,
LTER_6,2006,LTER_6_2006,1,2,4,POC,2,100,100,Live,27.729,NO,
LTER_6,2006,LTER_6_2006,1,2,5,POC,2,80,100,Live,64.198,NO,
LTER_6,2009,LTER_6_2009,1,2,1,POC,2,80,0,Dead,408.828,YES,
LTER_6,2009,LTER_6_2009,1,2,2,ACR,1,100,0,Dead,23.481,NO,
LTER_6,2010,LTER_6_2010,1,2,1,POC,2,50,0,Dead,125.631,NO,
LTER_6,2010,LTER_6_2010,1,2,2,ACR,1,100,100,Live,11.548,NO,
LTER_6,2006,LTER_6_2006,1,4,1,POC,2,60,100,Live,318.759,NO,
LTER_6,2006,LTER_6_2006,1,4,2,POC,2,95,100,Live,326.768,NO,
LTER_6,2006,LTER_6_2006,1,4,3,POC,2,100,100,Live,67.432,NO,
LTER_6,2006,LTER_6_2006,1,4,4,POC,2,50,95,Live,216.729,NO,
LTER_6,2006,LTER_6_2006,1,4,5,POC,2,100,100,Live,13.034,NO,
LTER_6,2006,LTER_6_2006,1,4,6,POC,2,70,100,Live,165.336,NO,
LTER_6,2006,LTER_6_2006,1,4,7,POC,2,30,100,Live,30.066,NO,
LTER_6,2006,LTER_6_2006,1,4,8,ACR,1,100,100,Live,80.916,NO,
LTER_6,2006,LTER_6_2006,1,4,9,ACR,1,100,100,Live,4.46,NO,
LTER_6,2009,LTER_6_2009,1,4,1,POC,2,90,0,Dead,51.324,NO,
LTER_6,2009,LTER_6_2009,1,4,2,POC,2,100,0,Dead,127.485,YES,
LTER_6,2009,LTER_6_2009,1,4,3,POC,2,100,0,Dead,187.627,YES,
LTER_6,2009,LTER_6_2009,1,4,4,POC,2,100,0,Dead,289.863,YES,
LTER_6,2009,LTER_6_2009,1,4,5,POC,2,60,0,Dead,218.202,YES,
LTER_6,2009,LTER_6_2009,1,4,6,POC,2,95,0,Dead,339.257,YES,
LTER_6,2010,LTER_6_2010,1,4,1,ACR,2,60,0,Dead,37.355,YES,
